file,Precision_DER,Recall_DER
4074,0.46722129783693844,0.11473429951690821
4315,0.5410109680495947,0.319622641509434
4093,0.5835154542616298,0.17605985037406482
4247,0.38634177621032384,0.1655
4325,0.5045751633986928,0.22476501838986515
4335,0.5270808909730363,0.37252525252525254
4571,0.5065908503489274,0.457252641690682
4595,0.5,0.47102803738317756
