file,DER
4074,0.229122612307506
4315,0.27044674437649335
4093,0.2760838388965452
4247,0.1749329019449233
4325,0.3066943275270947
4335,0.2770070145540956
4571,0.18875156004670118
4595,0.4092037889389516
