file,error_rate,correct_rate (recall),Gap_rate,error_count,correct_count,Gap,total_token,recall,precision,F1,Hyp_correct,Hyp_error,Hyp_gap,hyp_token_len,Precision_DER,Recall_DER,DER,"WER	",SCD-F1
4074,0.060386473,0.857487923,0.082125604,100,1420,136,1656,0.857487923,0.934724092,0.894441744,1389,84,13,1486,0.255434783,0.287181996,0.174826748,0.231280193,
4315,0.119622642,0.649811321,0.230566038,317,1722,611,2650,0.649811321,0.875067313,0.745801841,1625,1625,12,1857,0.395849057,0.693735499,0.27172158,0.457358491,
4093,0.059351621,0.843391521,0.097256858,119,1691,195,2005,0.843391521,0.947219069,0.892295104,1669,1669,32,1762,0.165586035,0.853043048,0.208849975,0.316708229,
4247,0.07,0.789,0.141,140,1578,282,2000,0.789,0.92635423,0.852177906,1522,112,9,1643,0.4875,0.364912281,0.181504835,0.315,
4325,0.118921128,0.737637924,0.143440948,291,1805,351,2447,0.737637924,0.894630193,0.808584265,1766,179,29,1974,0.267674704,0.271461717,0.234434867,0.365345321,
4335,0.111515152,0.701010101,0.187474747,276,1735,464,2475,0.701010101,0.880104712,0.780414285,1681,1681,27,1910,0.430707071,0.646083275,0.26809858,0.375757576,
4571,0.249759846,0.642170989,0.108069164,520,1337,225,2082,0.642170989,0.705524862,0.672358824,1277,1277,82,1810,0.671950048,0.575581395,0.304728854,0.286263208,
4595,0.202336449,0.651401869,0.146261682,433,1394,313,2140,0.651401869,0.787896254,0.713176908,1367,1367,9,1735,0.564953271,0.571428571,0.305449633,0.356542056,
,0.123986664,0.733988956,0.14202438,274.5,1585.25,322.125,2181.875,0.733988956,0.86894009,0.79490636,1537,999.25,26.625,1772.125,0.404956871,0.532928473,0.243701884,0.338031884,
