file,DER
4074,0.17482674768674383
4315,0.27172158044825456
4093,0.20884997462113275
4247,0.18150483473656978
4325,0.23443486720427342
4335,0.26809857991668884
4571,0.304728853818592
4595,0.3054496331588774
