file,Precision_DER,Recall_DER
4074,0.2871819960861057,0.2554347826086957
4315,0.6937354988399071,0.39584905660377356
4093,0.8530430479960416,0.1655860349127182
4247,0.3649122807017544,0.4875
4325,0.271461716937355,0.2676747037188394
4335,0.6460832745236414,0.4307070707070707
4571,0.5755813953488372,0.6719500480307397
4595,0.5714285714285714,0.5649532710280374
